index,entry,name,equation,enzyme,equation_no_coeff
6509,rn:R07495,4alpha-methylzymosterol:NADP+ 3-oxidoreductase,C15816 + C00005 + C00080 <=> C05103 + C00006,1.1.1.270,C15816+C00005+C00080<=>C05103+C00006
6510,rn:R07497,,C04525 <=> C15777,,C04525<=>C15777
6511,rn:R07498,,C05437 + C00005 + C00080 <=> C03845 + C00006,1.3.1.72,C05437+C00005+C00080<=>C03845+C00006
6512,rn:R07499,,C05108 + C00005 + C00080 <=> C15915 + C00006,1.3.1.72,C05108+C00005+C00080<=>C15915+C00006
6513,rn:R07500,phytyl-diphosphate:homogentisate phytyltransferase (decarboxylating),C05427 + C00544 <=> C15882 + C00013 + C00011,2.5.1.115,C05427+C00544<=>C15882+C00013+C00011
6514,rn:R07501,"S-adenosyl-L-methionine:2-methyl-6-phytyl-1,4-benzoquinol C3-methyltransferase",C15882 + C00019 <=> C15883 + C00021,2.1.1.295,C15882+C00019<=>C15883+C00021
6515,rn:R07502,gamma-tocopherol lyase (decyclizing),C15883 <=> C02483,5.5.1.24,C15883<=>C02483
6516,rn:R07503,delta-tocopherol lyase (decyclizing),C15882 <=> C14151,5.5.1.24,C15882<=>C14151
6517,rn:R07504,S-adenosyl-L-methionine:delta-tocopherol 5-O-methyltransferase,C14151 + C00019 <=> C14152 + C00021,2.1.1.95,C14151+C00019<=>C14152+C00021
6518,rn:R07505,"episterol,ferrocytochrome b5:oxygen oxidoreductase 5,6-dehydrogenating",C15777 + 2 C00999 + C00007 + 2 C00080 <=> C15778 + 2 C00996 + 2 C00001,1.14.19.20,C15777+C00999+C00007+C00080<=>C15778+C00996+C00001
6519,rn:R07506,"ergosta-5,7,24(28)-trien-3beta-ol,NADPH:oxygen oxidoreductase (22,23-dehydrogenating)",C15778 + C00005 + C00080 + C00007 <=> C05440 + C00006 + 2 C00001,1.14.19.41,C15778+C00005+C00080+C00007<=>C05440+C00006+C00001
6520,rn:R07507,,C05107 + C00005 + C00080 <=> C01164 + C00006,1.3.1.72,C05107+C00005+C00080<=>C01164+C00006
6521,rn:R07508,,C14152 <=> C02477,,C14152<=>C02477
6522,rn:R07509,"14-demethyllanosterol,ferrocytochrome-b5:oxygen oxidoreductase (hydroxylating)",C05108 + 6 C00999 + 3 C00007 + 6 C00080 <=> C15808 + 6 C00996 + 4 C00001,1.14.18.9,C05108+C00999+C00007+C00080<=>C15808+C00996+C00001
6523,rn:R07510,,C05421 <=> C15857,1.14.99.-,C05421<=>C15857
6524,rn:R07511,"9,9'-dicis-zeta-carotene:quinone oxidoreductase",C15857 + 2 C15602 <=> C15858 + 2 C15603,1.3.5.6,C15857+C15602<=>C15858+C15603
6525,rn:R07512,"7,9,7',9'-tetracis-lycopene cis-trans-isomerase",C15858 <=> C05432,5.2.1.13,C15858<=>C05432
6526,rn:R07513,17-O-acetylajmaline O-acetylhydrolase,C15985 + C00001 <=> C06542 + C00033,3.1.1.80,C15985+C00001<=>C06542+C00033
6527,rn:R07514,6-hydroxypseudooxynicotinemonooxygenase,C01297 + C00028 + C00001 <=> C15986 + C00030,1.5.99.14,C01297+C00028+C00001<=>C15986+C00030
6528,rn:R07515,"2,6-dihydroxypseudooxynicotine hydrolase",C15986 + C00001 <=> C03056 + C15987,3.7.1.19,C15986+C00001<=>C03056+C15987
6529,rn:R07516,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C05435 + C00001 <=> C15859,4.2.1.131,C05435+C00001<=>C15859
6530,rn:R07517,,C15859 <=> C15860,1.14.99.-,C15859<=>C15860
6531,rn:R07518,"15-cis-phytoene:acceptor oxidoreductase (3,4-didehydrolycopene-forming)",C05432 + C00030 + C00007 <=> C15867 + C00028 + C00001,1.3.99.30,C05432+C00030+C00007<=>C15867+C00028+C00001
6532,rn:R07519,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C05432 + C00001 <=> C19795,4.2.1.131,C05432+C00001<=>C19795
6533,rn:R07520,"1-hydroxy-1,2-dihydrolycopene:acceptor oxidoreductase",C19795 + C00028 <=> C15874 + C00030,1.3.99.27,C19795+C00028<=>C15874+C00030
6534,rn:R07521,S-adenosyl-L-methionine:demethylspheroidene O-methyltransferase,C15874 + C00019 <=> C15877 + C00021,2.1.1.210,C15874+C00019<=>C15877+C00021
6535,rn:R07522,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C15877 + C00001 <=> C15878,4.2.1.131,C15877+C00001<=>C15878
6536,rn:R07523,"1-hydroxy-1,2-dihydrolycopene:acceptor oxidoreductase",C15878 <=> C15879,1.3.99.27,C15878<=>C15879
6537,rn:R07524,S-adenosyl-L-methionine:demethylspheroidene O-methyltransferase,C15879 + C00019 <=> C15881 + C00021,2.1.1.210,C15879+C00019<=>C15881+C00021
6538,rn:R07525,"spirilloxanthin,reduced-ferredoxin:oxygen oxidoreductase (spirilloxanthin-2-one-forming)",C15881 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15884 + 3 C00001 + 4 C00139,1.14.15.9,C15881+C00007+C00138+C00080<=>C15884+C00001+C00139
6539,rn:R07526,"2-oxospirilloxanthin,reduced-ferredoxin:oxygen oxidoreductase (2-oxospirilloxanthin-2-one-forming)",C15884 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15885 + 3 C00001 + 4 C00139,1.14.15.9,C15884+C00007+C00138+C00080<=>C15885+C00001+C00139
6540,rn:R07527,S-adenosyl-L-methionine:demethylspheroidene O-methyltransferase,C19795 + C00019 <=> C15886 + C00021,2.1.1.210,C19795+C00019<=>C15886+C00021
6541,rn:R07528,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C15886 + C00001 <=> C15887,4.2.1.131,C15886+C00001<=>C15887
6542,rn:R07529,S-adenosyl-L-methionine:demethylspheroidene O-methyltransferase,C15887 + C00019 <=> C15888 + C00021,2.1.1.210,C15887+C00019<=>C15888+C00021
6543,rn:R07530,"alpha-carotene,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C05433 + 2 C00138 + C00080 + C00007 <=> C08590 + 2 C00139 + C00001,"1.14.15.24,1.14.-.-",C05433+C00138+C00080+C00007<=>C08590+C00139+C00001
6544,rn:R07531,"zeinoxanthin,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)",C08590 + C03024 + C00007 <=> C08601 + C03161 + C00001,1.14.14.158,C08590+C03024+C00007<=>C08601+C03161+C00001
6545,rn:R07532,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C05431 + C00001 <=> C15892,4.2.1.131,C05431+C00001<=>C15892
6546,rn:R07533,demethylspheroidene O-methyltransferase,C15892 + C00019 <=> C15895 + C00021,2.1.1.210,C15892+C00019<=>C15895+C00021
6547,rn:R07534,"1-hydroxy-1,2-dihydrolycopene:acceptor oxidoreductase",C15892 <=> C15898,1.3.99.27,C15892<=>C15898
6548,rn:R07535,S-adenosyl-L-methionine:demethylspheroidene O-methyltransferase,C15898 + C00019 <=> C15900 + C00021,2.1.1.210,C15898+C00019<=>C15900+C00021
6549,rn:R07536,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C15900 + C00001 <=> C15902,4.2.1.131,C15900+C00001<=>C15902
6550,rn:R07537,"spheroidene,reduced-ferredoxin:oxygen oxidoreductase (spheroiden-2-one-forming)",C15900 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15903 + 3 C00001 + 4 C00139,1.14.15.9,C15900+C00007+C00138+C00080<=>C15903+C00001+C00139
6551,rn:R07538,,C15902 + 2 C00007 + 4 C00138 + 4 C00080 <=> C15905 + 3 C00001 + 4 C00139,1.14.15.9,C15902+C00007+C00138+C00080<=>C15905+C00001+C00139
6552,rn:R07539,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C15903 + C00001 <=> C15905,4.2.1.131,C15903+C00001<=>C15905
6553,rn:R07540,,C05435 <=> C15907,,C05435<=>C15907
6554,rn:R07541,gamma-carotene:acceptor oxidoreductase/methyltranferase (phi-ring forming),C05435 + 2 C00028 <=> C15908 + 2 C00030,1.3.99.39,C05435+C00028<=>C15908+C00030
6555,rn:R07542,,C05435 <=> C15910,,C05435<=>C15910
6556,rn:R07543,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",C15908 + C00001 <=> C15911,4.2.1.131,C15908+C00001<=>C15911
6557,rn:R07544,,C15911 <=> C15914,,C15911<=>C15914
6558,rn:R07545,,C15914 <=> C15917,,C15914<=>C15917
6559,rn:R07546,,C15859 <=> C15861,,C15859<=>C15861
6560,rn:R07547,,C15861 <=> C15864,,C15861<=>C15864
6561,rn:R07548,,C05435 <=> C15919,,C05435<=>C15919
6562,rn:R07549,,C15919 <=> C15928,,C15919<=>C15928
6563,rn:R07550,,C15919 <=> C15932,,C15919<=>C15932
6564,rn:R07551,,C15928 <=> C15932,,C15928<=>C15932
6565,rn:R07552,,C05435 <=> C15933,,C05435<=>C15933
6566,rn:R07553,,C15933 <=> C15935,,C15933<=>C15935
6567,rn:R07554,,C15935 <=> C15937,1.14.13.-,C15935<=>C15937
6568,rn:R07555,,C05435 <=> C15940,,C05435<=>C15940
6569,rn:R07556,,C15940 <=> C15941,1.14.13.-,C15940<=>C15941
6570,rn:R07557,"(3R,2'S)-myxol 2'-alpha-L-fucoside,donor:oxygen oxidoreductase",C15941 + 2 C00030 + 2 C00007 <=> C15942 + 2 C00028 + 3 C00001,1.14.99.64,C15941+C00030+C00007<=>C15942+C00028+C00001
6571,rn:R07558,"beta-carotene,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C02094 + 2 C00138 + C00080 + C00007 <=> C08591 + 2 C00139 + C00001,"1.14.13.-,1.14.15.24,1.14.-.-",C02094+C00138+C00080+C00007<=>C08591+C00139+C00001
6572,rn:R07559,"beta-cryptoxanthin,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C08591 + 2 C00138 + C00080 + C00007 <=> C06098 + 2 C00139 + C00001,"1.14.13.-,1.14.15.24,1.14.-.-",C08591+C00138+C00080+C00007<=>C06098+C00139+C00001
6573,rn:R07560,beta-carotene:acceptor oxidoreductase/methyltranferase (phi-ring forming),C02094 + 4 C00028 <=> C15943 + 4 C00030,1.3.99.39,C02094+C00028<=>C15943+C00030
6574,rn:R07561,"echinenone,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C08592 + 2 C00138 + C00080 + C00007 <=> C15965 + 2 C00139 + C00001,"1.14.13.-,1.14.15.24",C08592+C00138+C00080+C00007<=>C15965+C00139+C00001
6575,rn:R07562,"echinenone,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C08592 + 2 C00138 + C00080 + C00007 <=> C15966 + 2 C00139 + C00001,1.14.15.24,C08592+C00138+C00080+C00007<=>C15966+C00139+C00001
6576,rn:R07563,"echinenone,donor:oxygen oxidoreductase (canthaxanthin-forming)",C08592 + 2 C00030 + 2 C00007 <=> C08583 + 2 C00028 + 3 C00001,1.14.99.63,C08592+C00030+C00007<=>C08583+C00028+C00001
6577,rn:R07564,"beta-Cryptoxanthin,donor:oxygen oxidoreductase (3'-hydroxyechinenone-forming)",C08591 + 2 C00030 + 2 C00007 <=> C15965 + 2 C00028 + 3 C00001,1.14.99.63,C08591+C00030+C00007<=>C15965+C00028+C00001
6578,rn:R07565,"beta-Cryptoxanthin,donor:oxygen oxidoreductase (3-Hydroxyechinenone-forming)",C08591 + 2 C00030 + 2 C00007 <=> C15966 + 2 C00028 + 3 C00001,1.14.99.64,C08591+C00030+C00007<=>C15966+C00028+C00001
6579,rn:R07566,"3'-hydroxyechinenone,donor:oxygen oxidoreductase (phoenicoxanthin-forming)",C15965 + 2 C00030 + 2 C00007 <=> C15967 + 2 C00028 + 3 C00001,1.14.99.64,C15965+C00030+C00007<=>C15967+C00028+C00001
6580,rn:R07567,"3-hydroxyechinenone,donor:oxygen oxidoreductase (phoenicoxanthin-forming)",C15966 + 2 C00030 + 2 C00007 <=> C15967 + 2 C00028 + 3 C00001,1.14.99.63,C15966+C00030+C00007<=>C15967+C00028+C00001
6581,rn:R07568,"canthaxanthin,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C08583 + 2 C00138 + C00080 + C00007 <=> C15967 + 2 C00139 + C00001,1.14.15.24,C08583+C00138+C00080+C00007<=>C15967+C00139+C00001
6582,rn:R07569,"3'-hydroxyechinenone,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C15965 + 2 C00138 + C00080 + C00007 <=> C15968 + 2 C00139 + C00001,1.14.15.24,C15965+C00138+C00080+C00007<=>C15968+C00139+C00001
6583,rn:R07570,"3-hydroxyechinenone,reduced ferredoxin [iron-sulfur] cluster:oxygen 3-oxidoreductase",C15966 + 2 C00138 + C00080 + C00007 <=> C15968 + 2 C00139 + C00001,1.14.15.24,C15966+C00138+C00080+C00007<=>C15968+C00139+C00001
6584,rn:R07571,"zeaxanthin,donor:oxygen oxidoreductase (adonixanthin-forming)",C06098 + 2 C00030 + 2 C00007 <=> C15968 + 2 C00028 + 3 C00001,1.14.99.64,C06098+C00030+C00007<=>C15968+C00028+C00001
6585,rn:R07572,"phoenicoxanthin,reduced ferredoxin [iron-sulfur] cluster:oxygen 3'-oxidoreductase",C15967 + 2 C00138 + C00080 + C00007 <=> C08580 + 2 C00139 + C00001,1.14.15.24,C15967+C00138+C00080+C00007<=>C08580+C00139+C00001
6586,rn:R07573,"adonixanthin,donor:oxygen oxidoreductase (astaxanthin-forming)",C15968 + 2 C00030 + 2 C00007 <=> C08580 + 2 C00028 + 3 C00001,1.14.99.64,C15968+C00030+C00007<=>C08580+C00028+C00001
6587,rn:R07574,UDP-glucose:zeaxanthin beta-D-glucosyltransferase,C06098 + 2 C00029 <=> C15969 + 2 C00015,2.4.1.276,C06098+C00029<=>C15969+C00015
6588,rn:R07575,UDP-D-glucose:abscisate beta-D-glucosyltransferase,C06082 + C00029 <=> C15970 + C00015,2.4.1.263,C06082+C00029<=>C15970+C00015
6589,rn:R07576,,C15514 <=> C09707,,C15514<=>C09707
6590,rn:R07577,,C09707 <=> C15971,,C09707<=>C15971
6591,rn:R07578,,C08591 <=> C15982,,C08591<=>C15982
6592,rn:R07579,,C15982 <=> C15983,,C15982<=>C15983
6593,rn:R07580,,C06098 <=> C15983,,C06098<=>C15983
6594,rn:R07581,,C15983 <=> C15984,,C15983<=>C15984
6595,rn:R07582,"(9S,10S)-10-hydroxy-9-(phosphonooxy)octadecanoate phosphohydrolase",C15989 + C00001 <=> C15988 + C00009,3.1.3.76,C15989+C00001<=>C15988+C00009
6596,rn:R07583,myo-inositol-hexakisphosphate 5-phosphohydrolase,C01204 + C00001 <=> C15990 + C00009,"3.1.3.62,3.1.3.72",C01204+C00001<=>C15990+C00009
6597,rn:R07584,myo-inositol-hexakisphosphate 5-phosphohydrolase,C01204 + C00001 <=> C15991 + C00009,3.1.3.62,C01204+C00001<=>C15991+C00009
6598,rn:R07597,"5,6alpha-epoxy-5alpha-cholestan-3beta-ol hydrolase",C15992 + C00001 <=> C05425,3.3.2.11,C15992+C00001<=>C05425
6599,rn:R07598,L-lysine:oxygen 6-oxidoreductase (deaminating),C00047 + C00007 + C00001 <=> C04076 + C00027 + C00014,1.4.3.20,C00047+C00007+C00001<=>C04076+C00027+C00014
6600,rn:R07599,,C00141 + C00068 <=> C15976 + C00011,1.2.4.4,C00141+C00068<=>C15976+C00011
6601,rn:R07600,,C15976 + C15972 <=> C15977 + C00068,1.2.4.4,C15976+C15972<=>C15977+C00068
6602,rn:R07601,,C00233 + C00068 <=> C15974 + C00011,1.2.4.4,C00233+C00068<=>C15974+C00011
6603,rn:R07602,,C15974 + C15972 <=> C15975 + C00068,1.2.4.4,C15974+C15972<=>C15975+C00068
6604,rn:R07603,,C00671 + C00068 <=> C15978 + C00011,1.2.4.4,C00671+C00068<=>C15978+C00011
6605,rn:R07604,,C15978 + C15972 <=> C15979 + C00068,1.2.4.4,C15978+C15972<=>C15979+C00068
6606,rn:R07605,7-aminomethyl-7-carbaguanine:NADP+ oxidoreductase,C16675 + 2 C00006 <=> C15996 + 2 C00005 + 2 C00080,1.7.1.13,C16675+C00006<=>C15996+C00005+C00080
6607,rn:R07606,L-methionine:thioredoxin-disulfide S-oxidoreductase,C00073 + C00343 + C00001 <=> C15999 + C00342,"1.8.4.11,1.8.4.13",C00073+C00343+C00001<=>C15999+C00342
6608,rn:R07607,peptide-methionine:thioredoxin-disulfide S-oxidoreductase,C03023 + C00343 + C00001 <=> C15653 + C00342,1.8.4.12,C03023+C00343+C00001<=>C15653+C00342
6609,rn:R07608,L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (R)-S-oxide-forming],C00073 + C00343 + C00001 <=> C15998 + C00342,1.8.4.14,C00073+C00343+C00001<=>C15998+C00342
6610,rn:R07609,,G10611 + G00850 <=> G10619 + G00736,2.4.1.-,<=>
6611,rn:R07610,,G10611 + G00388 <=> G10619 + G05309,2.4.1.244,<=>
6612,rn:R07611,,G10611 + G05309 <=> G10619 + G00704,2.4.1.244,<=>
6613,rn:R07612,reactive-black-5:hydrogen-peroxide oxidoreductase,C16001 + C00027 <=> C16002 + 2 C00001,1.11.1.16,C16001+C00027<=>C16002+C00001
6614,rn:R07613,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase",C00666 + C00026 <=> C03972 + C00025 + C00001,2.6.1.83,C00666+C00026<=>C03972+C00025+C00001
6615,rn:R07614,,G10611 + G00025 <=> G10619 + G13023,2.4.1.313,<=>
6616,rn:R07615,,G10611 + G01977 <=> G10619 + G13024,2.4.1.-,<=>
6617,rn:R07616,,G10611 + G01941 <=> G10619 + G13025,2.4.1.-,<=>
6618,rn:R07617,,G10609 + G00025 <=> G10619 + G11136,2.4.1.-,<=>
6619,rn:R07618,enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase,C15973 + C00003 <=> C15972 + C00004 + C00080,1.8.1.4,C15973+C00003<=>C15972+C00004+C00080
6620,rn:R07619,,G10610 + G13027 <=> G10619 + G13026,2.4.1.-,<=>
6621,rn:R07620,,G10617 + C02189 <=> G10622 + G13027,2.4.1.109,C02189<=>
6622,rn:R07621,,G10610 + G13026 <=> G10619 + G13028,2.4.1.-,<=>
6623,rn:R07622,,G10610 + G00015 <=> G10619 + G10818,2.4.1.-,<=>
6624,rn:R07623,,G10610 + G00015 <=> G10619 + G13030,2.4.1.-,<=>
6625,rn:R07624,,G10610 + G10818 <=> G10619 + G13029,2.4.1.-,<=>
6626,rn:R07625,,G10610 + G13030 <=> G10619 + G13029,2.4.1.-,<=>
6627,rn:R07626,protein-omega-N-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase,C16011 + C00001 <=> C00301 + C00613,3.2.2.19,C16011+C00001<=>C00301+C00613
6628,rn:R07627,cis-stilbene-oxide hydrolase,C16014 + C00001 <=> C16015,3.3.2.9,C16014+C00001<=>C16015
6629,rn:R07628,,G10609 + G00031 <=> G10619 + G00032,2.4.1.-,<=>
6630,rn:R07629,3-oxo-3-ureidopropanoate amidohydrolase (urea- and malonate-forming),C15607 + C00001 <=> C00383 + C00086,3.5.1.95,C15607+C00001<=>C00383+C00086
6631,rn:R07630,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase (amorpha-4,11-diene-forming)",C00448 <=> C16028 + C00013,4.2.3.24,C00448<=>C16028+C00013
6632,rn:R07631,geranyl-diphosphate diphosphate-lyase [(3S)-linalool-forming],C00341 + C00001 <=> C11389 + C00013,4.2.3.25,C00341+C00001<=>C11389+C00013
6633,rn:R07632,geranyl-diphosphate diphosphate-lyase [(3R)-linalool-forming],C00341 + C00001 <=> C11388 + C00013,4.2.3.26,C00341+C00001<=>C11388+C00013
6634,rn:R07633,3-sulfolactate bisulfite-lyase,C11537 <=> C00022 + C11481,4.4.1.24,C11537<=>C00022+C11481
6635,rn:R07634,L-cysteate bisulfite-lyase (deaminating),C00506 + C00001 <=> C00022 + C11481 + C00014,4.4.1.25,C00506+C00001<=>C00022+C11481+C00014
6636,rn:R07635,"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol diacylglycerol-lyase (1,2-cyclic-phosphate-forming)",C04248 <=> C16070 + C00641,4.6.1.14,C04248<=>C16070+C00641
6637,rn:R07636,FAD AMP-lyase (cyclic-FMN-forming),C00016 <=> C00020 + C16071,4.6.1.15,C00016<=>C00020+C16071
6638,rn:R07638,(Z)-phenylacetaldehyde-oxime hydro-lyase,C16075 <=> C16074 + C00001,"1.14.14.44,4.99.1.7",C16075<=>C16074+C00001
6639,rn:R07639,decenoyl-[acyl-carrier-protein] Delta2-trans-Delta3-cis-isomerase,C05754 <=> C04180,5.3.3.14,C05754<=>C04180
6640,rn:R07640,poly(ribonucleotide):poly(ribonucleotide) ligase (AMP-forming),C00002 + C00046(n) + C00046(m) <=> C00020 + C00013 + C00046(n+m),6.5.1.3,C00002+C00046+C00046<=>C00020+C00013+C00046
6641,rn:R07641,,2 C00002 + C00288 + C00014 <=> 2 C00008 + C00009 + C00169,6.3.5.5,C00002+C00288+C00014<=>C00008+C00009+C00169
6642,rn:R07642,L-amino acid:L-amino acid ligase (ADP-forming),C00002 + C00151 + C00151 <=> C00008 + C00009 + C16116,,C00002+C00151+C00151<=>C00008+C00009+C16116
6643,rn:R07643,L-glutamate:histamine ligase,C00002 + C00025 + C00388 <=> C07305 + C04138,6.3.2.18,C00002+C00025+C00388<=>C07305+C04138
6644,rn:R07644,"2,3-dihydroxybenzoate:L-serine ligase",6 C00002 + 3 C00196 + 3 C00065 <=> C05821 + 6 C00020 + 6 C00013,6.3.2.14,C00002+C00196+C00065<=>C05821+C00020+C00013
6645,rn:R07646,L-lysine:tRNAPyl ligase (AMP-forming),C00002 + C00047 + C16139 <=> C00020 + C00013 + C16140,,C00002+C00047+C16139<=>C00020+C00013+C16140
6646,rn:R07647,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase [(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol-forming]",C00448 + C00001 <=> C16143 + C00013,4.2.3.22,C00448+C00001<=>C16143+C00013
6647,rn:R07648,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase [(-)-Germacrene D-forming]",C00448 <=> C16142 + C00013,4.2.3.75,C00448<=>C16142+C00013
6648,rn:R07649,"2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase (germacrene-A-forming)",C00448 <=> C16141 + C00013,4.2.3.23,C00448<=>C16141+C00013
6649,rn:R07650,"L-2,4-diaminobutanoate carboxy-lyase",C03283 <=> C00986 + C00011,4.1.1.86,C03283<=>C00986+C00011
6650,rn:R07651,D-Ala-D-Ala dipeptidase,C00993 + C00001 <=> 2 C00133,3.4.13.22,C00993+C00001<=>C00133
6651,rn:R07652,"farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase (4,4'-diapophytoene forming)",2 C00448 <=> C16144 + 2 C00013,2.5.1.96,C00448<=>C16144+C00013
6652,rn:R07653,"4,4'-diapophytoene:FAD oxidoreductase",C16144 + 3 C00016 <=> C16145 + 3 C01352,1.3.8.2,C16144+C00016<=>C16145+C01352
6653,rn:R07654,"4,4'-diaponeurosporene,AH2:oxygen 4-oxidoreductase",C16145 + 3 C00030 + 3 C00007 <=> C16146 + 3 C00028 + 4 C00001,1.14.99.44,C16145+C00030+C00007<=>C16146+C00028+C00001
6654,rn:R07655,"4,4'-diaponeurosporenoate glucosyltransferase",C16146 <=> C16147,2.4.1.-,C16146<=>C16147
6655,rn:R07656,,C16147 <=> C16148,2.3.1.-,C16147<=>C16148
6656,rn:R07657,"1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)",C03203 + C00007 <=> C16149,1.13.11.38,C03203+C00007<=>C16149
6657,rn:R07658,,C00167 + C00003 <=> C16155 + C00011 + C00004 + C00080,1.1.1.305,C00167+C00003<=>C16155+C00011+C00004+C00080
6658,rn:R07659,,C16155 + C00025 <=> C16153 + C00026,2.6.1.87,C16155+C00025<=>C16153+C00026
6659,rn:R07660,,C00234 + C16153 <=> C00101 + C16154,2.1.2.13,C00234+C16153<=>C00101+C16154
6660,rn:R07661,UDP-4-deoxy-4-formamido-L-arabinose:undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinosyltransferase,C16154 + C17556 <=> C16156 + C00015,2.4.2.53,C16154+C17556<=>C16156+C00015
6661,rn:R07662,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol amidohydrolase,C16156 + C00001 <=> C16157 + C00058,3.5.1.-,C16156+C00001<=>C16157+C00058
6662,rn:R07663,,C06677 + C00007 <=> C01468 + C00059,1.14.13.-,C06677+C00007<=>C01468+C00059
6663,rn:R07664,(S)-2-hydroxy-2-phenylacetate:acceptor 2-oxidoreductase,C01984 + C00061 <=> C02137 + C01847,1.1.99.31,C01984+C00061<=>C02137+C01847
6664,rn:R07665,,C01467 + C00007 + C00004 + C00080 <=> C03351 + C00003 + C00001,1.14.13.-,C01467+C00007+C00004+C00080<=>C03351+C00003+C00001
6665,rn:R07666,3-hydroxybenzaldehyde:NADP+ oxidoreductase,C03067 + C00006 + C00001 <=> C00587 + C00005 + C00080,1.2.1.7,C03067+C00006+C00001<=>C00587+C00005+C00080
6666,rn:R07667,3-hydroxybenzaldehyde:NAD+ oxidoreductase,C03067 + C00003 + C00001 <=> C00587 + C00004 + C00080,"1.2.1.28,1.2.1.64",C03067+C00003+C00001<=>C00587+C00004+C00080
6667,rn:R07668,,C06672 + C00853 <=> C00230 + C06453,2.1.1.-,C06672+C00853<=>C00230+C06453
6668,rn:R07669,beta-hexachlorocyclohexane halidohydrolase,C06988 + C00001 <=> C16181 + C01327,3.8.1.5,C06988+C00001<=>C16181+C01327
6669,rn:R07670,"beta-2,3,4,5,6-Pentachlorocyclohexanol halidohydrolase",C16181 + C00001 <=> C16182 + C01327,3.8.1.5,C16181+C00001<=>C16182+C01327
6670,rn:R07671,,C04261 + C00072 <=> C00615 + C16186,2.7.1.194,C04261+C00072<=>C00615+C16186
6671,rn:R07672,GDP-mannose 5-epimerase,C00096 <=> C15925,5.1.3.18,C00096<=>C15925
6672,rn:R07673,,C15925 <=> C02280,5.1.3.-,C15925<=>C02280
6673,rn:R07674,beta-L-galactose-1-phosphate phosphohydrolase,C15926 + C00001 <=> C01825 + C00009,3.1.3.93,C15926+C00001<=>C01825+C00009
6674,rn:R07675,L-galactose:NAD+ 1-oxidoreductase,C01825 + C00003 <=> C01115 + C00004 + C00080,"1.1.1.122,1.1.1.316",C01825+C00003<=>C01115+C00004+C00080
6675,rn:R07676,L-galactonate:NADP+ oxidoreductase,C15930 + C00006 <=> C00333 + C00005 + C00080,"1.1.1.365,1.1.1.-",C15930+C00006<=>C00333+C00005+C00080
6676,rn:R07677,,C16186 + C00001 <=> C14899,3.1.1.-,C16186+C00001<=>C14899
6677,rn:R07678,,C02280 + C00009 <=> C15926 + C00035,2.7.7.69,C02280+C00009<=>C15926+C00035
6678,rn:R07679,,C00072 + 2 C00125 <=> C05422 + 2 C00126 + 2 C00080,1.3.2.3,C00072+C00125<=>C05422+C00126+C00080
6679,rn:R07680,,C01115 + C00001 <=> C15930,3.1.1.-,C01115+C00001<=>C15930
6680,rn:R07682,"naphthalene disulfonate 1,2-dioxygenase",C16193 + C00007 <=> C16196 + C00094,1.14.99.-,C16193+C00007<=>C16196+C00094
6681,rn:R07683,"naphthalene disulfonate 1,2-dioxygenase",C16194 + C00007 <=> C16196 + C00094,1.14.99.-,C16194+C00007<=>C16196+C00094
